OrderNumber,LineItem,OrderDate,DeliveryDate,CustomerKey,StoreKey,ProductKey,Quantity,CurrencyCode,Exchange
376001,1,"2016-01-11 00:00:00","2020-01-06 00:00:00",813685,32,131,1,EUR,0.8933
376001,2,"2016-01-11 00:00:00","2020-01-06 00:00:00",813685,32,1604,1,EUR,0.8933
376003,1,"2016-01-11 00:00:00","2020-01-06 00:00:00",797322,30,425,3,EUR,0.8933
376003,2,"2016-01-11 00:00:00","2020-01-06 00:00:00",797322,30,2112,4,EUR,0.8933
376003,3,"2016-01-11 00:00:00","2020-01-06 00:00:00",797322,30,1297,1,EUR,0.8933
376003,4,"2016-01-11 00:00:00","2020-01-06 00:00:00",797322,30,1806,2,EUR,0.8933
376004,1,"2016-01-11 00:00:00","2020-01-06 00:00:00",1905050,45,1635,6,USD,1
376005,1,"2016-01-11 00:00:00","2020-01-06 00:00:00",305321,8,1352,3,CAD,1.2976
376005,2,"2016-01-11 00:00:00","2020-01-06 00:00:00",305321,8,2114,3,CAD,1.2976
376005,3,"2016-01-11 00:00:00","2020-01-06 00:00:00",305321,8,418,2,CAD,1.2976
376005,4,"2016-01-11 00:00:00","2020-01-06 00:00:00",305321,8,2096,3,CAD,1.2976
377000,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",1589958,64,1625,6,USD,1
377000,2,"2016-01-12 00:00:00","2020-01-06 00:00:00",1589958,64,1730,4,USD,1
377000,3,"2016-01-12 00:00:00","2020-01-06 00:00:00",1589958,64,681,2,USD,1
377000,4,"2016-01-12 00:00:00","2020-01-06 00:00:00",1589958,64,1675,7,USD,1
377000,5,"2016-01-12 00:00:00","2020-01-06 00:00:00",1589958,64,422,2,USD,1
377002,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",1897822,50,1612,1,USD,1
377002,2,"2016-01-12 00:00:00","2020-01-06 00:00:00",1897822,50,858,1,USD,1
377002,3,"2016-01-12 00:00:00","2020-01-06 00:00:00",1897822,50,1595,2,USD,1
377003,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",1129200,40,1942,6,GBP,0.7613
377004,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",1136143,42,460,4,GBP,0.7613
377004,2,"2016-01-12 00:00:00","2020-01-06 00:00:00",1136143,42,740,3,GBP,0.7613
377005,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",1022980,37,1634,1,GBP,0.7613
377006,1,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,1432,1,GBP,0.706
377006,2,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,1580,1,GBP,0.706
377006,3,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,1462,1,GBP,0.706
377006,4,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,1936,1,GBP,0.706
377006,5,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,1007,1,GBP,0.706
377006,6,"2016-01-12 00:00:00","2016-01-20 00:00:00",934781,0,320,1,GBP,0.706
377007,1,"2016-01-12 00:00:00","2020-01-06 00:00:00",86126,6,1665,1,AUD,1.44
377007,2,"2016-01-12 00:00:00","2020-01-06 00:00:00",86126,6,446,3,AUD,1.44
377007,3,"2016-01-12 00:00:00","2020-01-06 00:00:00",86126,6,1176,4,AUD,1.44
378000,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",1062632,37,170,1,GBP,0.7613
378000,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",1062632,37,1646,10,GBP,0.7613
378000,3,"2016-01-13 00:00:00","2020-01-06 00:00:00",1062632,37,1572,1,GBP,0.7613
378001,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",1976355,66,2467,3,USD,1
378001,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",1976355,66,1696,2,USD,1
378002,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",1599716,45,1578,1,USD,1
378002,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",1599716,45,1304,1,USD,1
378003,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",774742,29,1609,1,EUR,0.8933
378003,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",774742,29,2128,8,EUR,0.8933
378003,3,"2016-01-13 00:00:00","2020-01-06 00:00:00",774742,29,1649,5,EUR,0.8933
378004,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",368190,8,2504,1,CAD,1.2976
378004,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",368190,8,1646,7,CAD,1.2976
378005,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,137,9,USD,1
378005,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,2090,2,USD,1
378005,3,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,2068,2,USD,1
378005,4,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,125,4,USD,1
378005,5,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,137,3,USD,1
378005,6,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,376,1,USD,1
378005,7,"2016-01-13 00:00:00","2020-01-06 00:00:00",1470803,44,178,5,USD,1
378006,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",917347,38,1266,7,GBP,0.7613
378006,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",917347,38,1621,2,GBP,0.7613
378007,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",707089,30,1582,1,EUR,0.8933
378007,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",707089,30,1634,6,EUR,0.8933
378007,3,"2016-01-13 00:00:00","2020-01-06 00:00:00",707089,30,424,4,EUR,0.8933
378008,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",1035789,39,1619,2,GBP,0.7613
378009,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",270736,8,336,3,CAD,1.2976
378009,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",270736,8,2383,1,CAD,1.2976
378009,3,"2016-01-13 00:00:00","2020-01-06 00:00:00",270736,8,2248,5,CAD,1.2976
378010,1,"2016-01-13 00:00:00","2020-01-06 00:00:00",437389,19,145,3,EUR,0.8933
378010,2,"2016-01-13 00:00:00","2020-01-06 00:00:00",437389,19,2387,7,EUR,0.8933
379000,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",1171088,39,443,4,GBP,0.7613
379001,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1253,1,GBP,0.7613
379001,2,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1695,8,GBP,0.7613
379001,3,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1038,8,GBP,0.7613
379001,4,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1597,1,GBP,0.7613
379001,5,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1589,2,GBP,0.7613
379001,6,"2016-01-14 00:00:00","2020-01-06 00:00:00",1165542,40,1182,5,GBP,0.7613
379002,1,"2016-01-14 00:00:00","2016-01-24 00:00:00",716015,0,106,2,EUR,0.9252
379002,2,"2016-01-14 00:00:00","2016-01-24 00:00:00",716015,0,386,2,EUR,0.9252
379002,3,"2016-01-14 00:00:00","2016-01-24 00:00:00",716015,0,1654,3,EUR,0.9252
379004,1,"2016-01-14 00:00:00","2016-01-27 00:00:00",245912,0,321,2,CAD,1.4081
379005,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",1104029,37,1766,4,GBP,0.7613
379005,2,"2016-01-14 00:00:00","2020-01-06 00:00:00",1104029,37,1558,3,GBP,0.7613
379005,3,"2016-01-14 00:00:00","2020-01-06 00:00:00",1104029,37,1969,3,GBP,0.7613
379005,4,"2016-01-14 00:00:00","2020-01-06 00:00:00",1104029,37,1453,4,GBP,0.7613
379008,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",793968,30,76,3,EUR,0.8933
379008,2,"2016-01-14 00:00:00","2020-01-06 00:00:00",793968,30,1648,1,EUR,0.8933
379009,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",1556602,61,375,4,USD,1
379009,2,"2016-01-14 00:00:00","2020-01-06 00:00:00",1556602,61,651,3,USD,1
379011,1,"2016-01-14 00:00:00","2020-01-06 00:00:00",1291414,48,1280,3,USD,1
379011,2,"2016-01-14 00:00:00","2020-01-06 00:00:00",1291414,48,1292,1,USD,1
379011,3,"2016-01-14 00:00:00","2020-01-06 00:00:00",1291414,48,1620,4,USD,1
380000,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",1614172,57,1676,3,USD,1
380000,2,"2016-01-15 00:00:00","2020-01-06 00:00:00",1614172,57,2094,5,USD,1
380001,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",1530756,66,641,3,USD,1
380001,2,"2016-01-15 00:00:00","2020-01-06 00:00:00",1530756,66,1069,3,USD,1
380001,3,"2016-01-15 00:00:00","2020-01-06 00:00:00",1530756,66,1687,3,USD,1
380003,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",627789,17,172,3,EUR,0.8933
380004,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",1909649,66,1114,1,USD,1
380004,2,"2016-01-15 00:00:00","2020-01-06 00:00:00",1909649,66,272,1,USD,1
380004,3,"2016-01-15 00:00:00","2020-01-06 00:00:00",1909649,66,1697,2,USD,1
380005,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",770856,30,1705,2,EUR,0.8933
380005,2,"2016-01-15 00:00:00","2020-01-06 00:00:00",770856,30,154,7,EUR,0.8933
380006,1,"2016-01-15 00:00:00","2020-01-06 00:00:00",549983,27,1969,7,EUR,0.8933
381001,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",780974,29,2397,3,EUR,0.8933
381001,2,"2016-01-16 00:00:00","2020-01-06 00:00:00",780974,29,2398,1,EUR,0.8933
381002,1,"2016-01-16 00:00:00","2016-01-26 00:00:00",2042097,0,1283,1,USD,1
381002,2,"2016-01-16 00:00:00","2016-01-26 00:00:00",2042097,0,1345,1,USD,1
381002,3,"2016-01-16 00:00:00","2016-01-26 00:00:00",2042097,0,2510,2,USD,1
381003,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1631876,61,1619,6,USD,1
381003,2,"2016-01-16 00:00:00","2020-01-06 00:00:00",1631876,61,2079,1,USD,1
381004,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1914255,53,960,2,USD,1
381004,2,"2016-01-16 00:00:00","2020-01-06 00:00:00",1914255,53,143,4,USD,1
381005,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1803346,50,1946,10,USD,1
381006,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1364334,64,1029,1,USD,1
381007,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1202659,48,1246,1,USD,1
381007,2,"2016-01-16 00:00:00","2020-01-06 00:00:00",1202659,48,97,2,USD,1
381007,3,"2016-01-16 00:00:00","2020-01-06 00:00:00",1202659,48,1590,6,USD,1
381007,4,"2016-01-16 00:00:00","2020-01-06 00:00:00",1202659,48,1779,7,USD,1
381008,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",982850,42,1707,2,GBP,0.7613
381009,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1187611,42,2086,4,GBP,0.7613
381010,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1554137,66,1671,3,USD,1
381010,2,"2016-01-16 00:00:00","2020-01-06 00:00:00",1554137,66,1604,1,USD,1
381010,3,"2016-01-16 00:00:00","2020-01-06 00:00:00",1554137,66,1836,1,USD,1
381011,1,"2016-01-16 00:00:00","2020-01-06 00:00:00",1302333,45,450,1,USD,1
381012,1,"2016-01-16 00:00:00","2016-01-23 00:00:00",2072376,0,1759,2,USD,1
381012,2,"2016-01-16 00:00:00","2016-01-23 00:00:00",2072376,0,1684,7,USD,1
381013,1,"2016-01-16 00:00:00","2016-01-21 00:00:00",1984685,0,1583,1,USD,1
381013,2,"2016-01-16 00:00:00","2016-01-21 00:00:00",1984685,0,584,8,USD,1
383000,1,"2016-01-18 00:00:00","2020-01-06 00:00:00",1768548,51,1623,3,USD,1
383001,1,"2016-01-18 00:00:00","2020-01-06 00:00:00",1584109,61,994,1,USD,1
383002,1,"2016-01-18 00:00:00","2020-01-06 00:00:00",1650783,57,1145,1,USD,1
383002,2,"2016-01-18 00:00:00","2020-01-06 00:00:00",1650783,57,75,2,USD,1
383002,3,"2016-01-18 00:00:00","2020-01-06 00:00:00",1650783,57,775,1,USD,1
383003,1,"2016-01-18 00:00:00","2020-01-06 00:00:00",568160,19,959,3,EUR,0.8933
383004,1,"2016-01-18 00:00:00","2020-01-06 00:00:00",1670107,59,1248,3,USD,1
383004,2,"2016-01-18 00:00:00","2020-01-06 00:00:00",1670107,59,2500,1,USD,1
383004,3,"2016-01-18 00:00:00","2020-01-06 00:00:00",1670107,59,185,3,USD,1
384000,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",622740,17,144,5,EUR,0.8933
384000,2,"2016-01-19 00:00:00","2020-01-06 00:00:00",622740,17,78,4,EUR,0.8933
384000,4,"2016-01-19 00:00:00","2020-01-06 00:00:00",622740,17,1825,1,EUR,0.8933
384001,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",780674,29,301,2,EUR,0.8933
384001,2,"2016-01-19 00:00:00","2020-01-06 00:00:00",780674,29,1695,2,EUR,0.8933
384002,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",1263974,43,61,2,USD,1
384002,2,"2016-01-19 00:00:00","2020-01-06 00:00:00",1263974,43,2105,1,USD,1
384003,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",1369624,64,420,4,USD,1
384004,1,"2016-01-19 00:00:00","2016-01-28 00:00:00",1316297,0,1150,2,USD,1
384004,2,"2016-01-19 00:00:00","2016-01-28 00:00:00",1316297,0,1578,6,USD,1
384005,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",1022895,37,1597,4,GBP,0.7613
384006,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",247132,9,752,1,CAD,1.2976
384006,2,"2016-01-19 00:00:00","2020-01-06 00:00:00",247132,9,434,1,CAD,1.2976
384006,3,"2016-01-19 00:00:00","2020-01-06 00:00:00",247132,9,124,8,CAD,1.2976
384006,4,"2016-01-19 00:00:00","2020-01-06 00:00:00",247132,9,2382,1,CAD,1.2976
384007,1,"2016-01-19 00:00:00","2020-01-06 00:00:00",14180,6,494,3,AUD,1.44
384007,2,"2016-01-19 00:00:00","2020-01-06 00:00:00",14180,6,1633,2,AUD,1.44
385000,1,"2016-01-20 00:00:00","2016-01-25 00:00:00",1110691,0,1586,8,GBP,0.7017
385000,2,"2016-01-20 00:00:00","2016-01-25 00:00:00",1110691,0,1427,5,GBP,0.7017
385000,3,"2016-01-20 00:00:00","2016-01-25 00:00:00",1110691,0,166,3,GBP,0.7017
385002,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",844832,31,424,2,EUR,0.8933
385002,2,"2016-01-20 00:00:00","2020-01-06 00:00:00",844832,31,53,2,EUR,0.8933
385003,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",624165,18,1928,3,EUR,0.8933
385004,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",332332,8,2162,1,CAD,1.2976
385005,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",1251726,57,2120,3,USD,1
385006,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",724534,28,135,4,EUR,0.8933
385006,2,"2016-01-20 00:00:00","2020-01-06 00:00:00",724534,28,1155,1,EUR,0.8933
385007,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",1273837,61,1112,8,USD,1
385008,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",667318,16,1195,1,EUR,0.8933
385009,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",1720050,61,6,1,USD,1
385009,3,"2016-01-20 00:00:00","2020-01-06 00:00:00",1720050,61,123,5,USD,1
385010,1,"2016-01-20 00:00:00","2020-01-06 00:00:00",483118,20,61,6,EUR,0.8933
385010,2,"2016-01-20 00:00:00","2020-01-06 00:00:00",483118,20,1000,3,EUR,0.8933
386000,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",748749,30,443,2,EUR,0.8933
386000,2,"2016-01-21 00:00:00","2020-01-06 00:00:00",748749,30,434,2,EUR,0.8933
386000,3,"2016-01-21 00:00:00","2020-01-06 00:00:00",748749,30,167,1,EUR,0.8933
386000,4,"2016-01-21 00:00:00","2020-01-06 00:00:00",748749,30,516,1,EUR,0.8933
386001,1,"2016-01-21 00:00:00","2016-01-30 00:00:00",1912666,0,1996,2,USD,1
386001,2,"2016-01-21 00:00:00","2016-01-30 00:00:00",1912666,0,1577,1,USD,1
386002,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",1525000,43,581,3,USD,1
386003,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",265825,8,1646,1,CAD,1.2976
386004,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",2085055,45,1222,3,USD,1
386005,1,"2016-01-21 00:00:00","2016-02-02 00:00:00",345812,0,1600,1,CAD,1.4005
386005,2,"2016-01-21 00:00:00","2016-02-02 00:00:00",345812,0,237,1,CAD,1.4005
386006,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",348548,10,1271,2,CAD,1.2976
386006,2,"2016-01-21 00:00:00","2020-01-06 00:00:00",348548,10,1585,1,CAD,1.2976
386006,3,"2016-01-21 00:00:00","2020-01-06 00:00:00",348548,10,1637,3,CAD,1.2976
386006,4,"2016-01-21 00:00:00","2020-01-06 00:00:00",348548,10,1587,1,CAD,1.2976
386006,5,"2016-01-21 00:00:00","2020-01-06 00:00:00",348548,10,423,1,CAD,1.2976
386008,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",2093929,56,313,2,USD,1
386008,2,"2016-01-21 00:00:00","2020-01-06 00:00:00",2093929,56,124,7,USD,1
386008,3,"2016-01-21 00:00:00","2020-01-06 00:00:00",2093929,56,1634,3,USD,1
386008,4,"2016-01-21 00:00:00","2020-01-06 00:00:00",2093929,56,448,4,USD,1
386009,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",522652,19,1859,4,EUR,0.8933
386009,2,"2016-01-21 00:00:00","2020-01-06 00:00:00",522652,19,156,3,EUR,0.8933
386009,3,"2016-01-21 00:00:00","2020-01-06 00:00:00",522652,19,1896,1,EUR,0.8933
386009,4,"2016-01-21 00:00:00","2020-01-06 00:00:00",522652,19,2107,3,EUR,0.8933
386010,1,"2016-01-21 00:00:00","2020-01-06 00:00:00",1775819,57,155,6,USD,1
386010,2,"2016-01-21 00:00:00","2020-01-06 00:00:00",1775819,57,1638,1,USD,1
386010,3,"2016-01-21 00:00:00","2020-01-06 00:00:00",1775819,57,1947,3,USD,1
386010,4,"2016-01-21 00:00:00","2020-01-06 00:00:00",1775819,57,125,1,USD,1
386011,1,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,54,6,EUR,0.9172
386011,2,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,101,2,EUR,0.9172
386011,3,"2016-01-21 00:00:00","2016-01-28 00:00:00",541598,0,461,3,EUR,0.9172
387000,1,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1729,2,CAD,1.4221
387000,2,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1599,3,CAD,1.4221
387000,3,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,1622,1,CAD,1.4221
387000,4,"2016-01-22 00:00:00","2016-01-26 00:00:00",224434,0,55,6,CAD,1.4221
387001,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",2011796,51,39,5,USD,1
387002,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",1368025,44,429,2,USD,1
387002,2,"2016-01-22 00:00:00","2020-01-06 00:00:00",1368025,44,1377,6,USD,1
387003,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,144,5,CAD,1.2976
387003,2,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,1251,2,CAD,1.2976
387003,3,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,691,1,CAD,1.2976
387003,4,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,190,1,CAD,1.2976
387003,5,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,1656,2,CAD,1.2976
387003,6,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,1425,4,CAD,1.2976
387003,7,"2016-01-22 00:00:00","2020-01-06 00:00:00",368610,8,143,9,CAD,1.2976
387004,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",1307296,53,709,6,USD,1
387004,2,"2016-01-22 00:00:00","2020-01-06 00:00:00",1307296,53,962,1,USD,1
387005,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",938399,36,1816,3,GBP,0.7613
387005,2,"2016-01-22 00:00:00","2020-01-06 00:00:00",938399,36,982,2,GBP,0.7613
387005,3,"2016-01-22 00:00:00","2020-01-06 00:00:00",938399,36,442,1,GBP,0.7613
387006,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",1616350,51,1576,1,USD,1
387007,1,"2016-01-22 00:00:00","2020-01-06 00:00:00",549936,24,1264,2,EUR,0.8933
387007,2,"2016-01-22 00:00:00","2020-01-06 00:00:00",549936,24,1529,3,EUR,0.8933
387007,3,"2016-01-22 00:00:00","2020-01-06 00:00:00",549936,24,1612,4,EUR,0.8933
388000,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",97611,5,928,6,AUD,1.44
388000,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",97611,5,1045,7,AUD,1.44
388000,3,"2016-01-23 00:00:00","2020-01-06 00:00:00",97611,5,1627,6,AUD,1.44
388001,1,"2016-01-23 00:00:00","2016-01-27 00:00:00",1730210,0,1616,1,USD,1
388002,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",962533,36,460,2,GBP,0.7613
388002,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",962533,36,489,2,GBP,0.7613
388003,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",205077,10,90,8,CAD,1.2976
388003,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",205077,10,945,1,CAD,1.2976
388004,1,"2016-01-23 00:00:00","2016-01-31 00:00:00",776431,0,2104,1,EUR,0.9158
388004,2,"2016-01-23 00:00:00","2016-01-31 00:00:00",776431,0,618,3,EUR,0.9158
388005,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1893487,55,1601,4,USD,1
388005,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1893487,55,2388,9,USD,1
388006,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1098143,41,1393,3,GBP,0.7613
388006,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1098143,41,1627,2,GBP,0.7613
388006,3,"2016-01-23 00:00:00","2020-01-06 00:00:00",1098143,41,133,1,GBP,0.7613
388007,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1112613,42,459,4,GBP,0.7613
388008,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1170323,41,640,6,GBP,0.7613
388008,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1170323,41,1665,2,GBP,0.7613
388008,3,"2016-01-23 00:00:00","2020-01-06 00:00:00",1170323,41,665,2,GBP,0.7613
388008,4,"2016-01-23 00:00:00","2020-01-06 00:00:00",1170323,41,158,1,GBP,0.7613
388008,5,"2016-01-23 00:00:00","2020-01-06 00:00:00",1170323,41,96,3,GBP,0.7613
388009,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",930705,40,1585,3,GBP,0.7613
388010,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1001228,39,827,4,GBP,0.7613
388010,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1001228,39,1139,1,GBP,0.7613
388011,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,454,5,USD,1
388011,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,50,1,USD,1
388011,3,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,1653,2,USD,1
388011,4,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,2094,1,USD,1
388011,5,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,1692,3,USD,1
388011,6,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,2106,7,USD,1
388011,7,"2016-01-23 00:00:00","2020-01-06 00:00:00",1702898,61,1211,2,USD,1
388012,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",2086544,50,2113,1,USD,1
388012,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",2086544,50,69,2,USD,1
388013,1,"2016-01-23 00:00:00","2016-01-30 00:00:00",1559552,0,1657,1,USD,1
388014,1,"2016-01-23 00:00:00","2020-01-06 00:00:00",1671541,57,1586,1,USD,1
388014,2,"2016-01-23 00:00:00","2020-01-06 00:00:00",1671541,57,1786,4,USD,1
388014,3,"2016-01-23 00:00:00","2020-01-06 00:00:00",1671541,57,2501,4,USD,1
390000,1,"2016-01-25 00:00:00","2020-01-06 00:00:00",1699570,59,1581,1,USD,1
390000,2,"2016-01-25 00:00:00","2020-01-06 00:00:00",1699570,59,2351,2,USD,1
390001,1,"2016-01-25 00:00:00","2020-01-06 00:00:00",1301552,51,189,2,USD,1
390001,2,"2016-01-25 00:00:00","2020-01-06 00:00:00",1301552,51,1617,7,USD,1
390001,3,"2016-01-25 00:00:00","2020-01-06 00:00:00",1301552,51,175,2,USD,1
390001,4,"2016-01-25 00:00:00","2020-01-06 00:00:00",1301552,51,186,2,USD,1
390001,6,"2016-01-25 00:00:00","2020-01-06 00:00:00",1301552,51,1605,1,USD,1
390002,1,"2016-01-25 00:00:00","2016-02-06 00:00:00",2029518,0,537,3,USD,1
390002,2,"2016-01-25 00:00:00","2016-02-06 00:00:00",2029518,0,1636,2,USD,1
390002,3,"2016-01-25 00:00:00","2016-02-06 00:00:00",2029518,0,1581,1,USD,1
390002,4,"2016-01-25 00:00:00","2016-02-06 00:00:00",2029518,0,1792,2,USD,1
390002,5,"2016-01-25 00:00:00","2016-02-06 00:00:00",2029518,0,458,1,USD,1
390003,1,"2016-01-25 00:00:00","2020-01-06 00:00:00",253233,10,1635,1,CAD,1.2976
390004,1,"2016-01-25 00:00:00","2020-01-06 00:00:00",1321513,48,152,2,USD,1
390005,1,"2016-01-25 00:00:00","2020-01-06 00:00:00",549766,22,1558,3,EUR,0.8933
390005,2,"2016-01-25 00:00:00","2020-01-06 00:00:00",549766,22,1594,1,EUR,0.8933
391000,1,"2016-01-26 00:00:00","2020-01-06 00:00:00",881876,32,2108,1,EUR,0.8933
391000,2,"2016-01-26 00:00:00","2020-01-06 00:00:00",881876,32,143,1,EUR,0.8933
391000,3,"2016-01-26 00:00:00","2020-01-06 00:00:00",881876,32,1662,2,EUR,0.8933
391001,1,"2016-01-26 00:00:00","2016-02-02 00:00:00",361945,0,1841,1,CAD,1.4005
391002,1,"2016-01-26 00:00:00","2020-01-06 00:00:00",1201225,45,1636,1,USD,1
391002,2,"2016-01-26 00:00:00","2020-01-06 00:00:00",1201225,45,1325,1,USD,1
391003,1,"2016-01-26 00:00:00","2020-01-06 00:00:00",1427869,44,1370,1,USD,1
391003,2,"2016-01-26 00:00:00","2020-01-06 00:00:00",1427869,44,1280,6,USD,1
391004,1,"2016-01-26 00:00:00","2020-01-06 00:00:00",444160,19,1588,3,EUR,0.8933
391004,2,"2016-01-26 00:00:00","2020-01-06 00:00:00",444160,19,69,6,EUR,0.8933
391006,1,"2016-01-26 00:00:00","2020-01-06 00:00:00",1885990,51,1467,1,USD,1
391006,2,"2016-01-26 00:00:00","2020-01-06 00:00:00",1885990,51,1590,2,USD,1
